"項目","単位","1980_55","1981_56","1982_57","1983_58","1984_59","1985_60","1986_61","1987_62","1988_63","1989_1","1990_2","1991_3","1992_4","1993_5","1994_6","1995_7","1996_8","1997_9","1998_10","1999_11","2000_12","2001_13","2002_14","2003_15","2004_16","2005_17","2006_18","有効数字(少数桁)"
"産業大分類別従業者数（総数）_製造業","人","","1057.0","","","","","923.0","","","","","813.0","","","…","","672.0","","","…","","538.0","","","…","","…",""
"産業大分類別従業者数（総数）_電気・ガス・熱供給・水道業","人","","8.0","","","","","5.0","","","","","7.0","","","…","","5.0","","","…","","5.0","","","…","","…",""
"産業大分類別従業者数（総数）_運輸・通信業","人","","167.0","","","","","155.0","","","","","210.0","","","…","","175.0","","","…","","109.0","","","…","","…",""
"産業大分類別従業者数（総数）_卸売・小売業、飲食店","人","","710.0","","","","","717.0","","","","","685.0","","","…","","679.0","","","…","","620.0","","","…","","…",""
"産業大分類別従業者数（総数）_金融・保険業","人","","45.0","","","","","14.0","","","","","19.0","","","…","","20.0","","","…","","24.0","","","…","","…",""
"産業大分類別従業者数（総数）_不動産業","人","","8.0","","","","","4.0","","","","","5.0","","","…","","8.0","","","…","","17.0","","","…","","…",""
"産業大分類別従業者数（総数）_サービス業","人","","770.0","","","","","864.0","","","","","758.0","","","…","","811.0","","","…","","687.0","","","…","","…",""
"産業大分類別従業者数（総数）_公務（他に分類されないもの）","人","","74.0","","","","","72.0","","","","","80.0","","","…","","80.0","","","…","","78.0","","","…","","…",""
"産業大分類別従業者数（総数）_印南町","人","","2417.0","","","","","2659.0","","","","","2720.0","","","…","","3037.0","","","…","","3010.0","","","…","","…",""
"産業大分類別従業者数（総数）_農業・林業・漁業","人","","31.0","","","","","19.0","","","","","7.0","","","…","","21.0","","","…","","21.0","","","…","","…",""
"産業大分類別従業者数（総数）_鉱業","人","","-","","","","","-","","","","","-","","","…","","-","","","…","","-","","","…","","…",""
"産業大分類別従業者数（総数）_建設業","人","","374.0","","","","","424.0","","","","","375.0","","","…","","505.0","","","…","","464.0","","","…","","…",""
"産業大分類別従業者数（総数）_製造業","人","","532.0","","","","","593.0","","","","","797.0","","","…","","748.0","","","…","","704.0","","","…","","…",""
"産業大分類別従業者数（総数）_電気・ガス・熱供給・水道業","人","","2.0","","","","","5.0","","","","","3.0","","","…","","3.0","","","…","","3.0","","","…","","…",""
"産業大分類別従業者数（総数）_運輸・通信業","人","","94.0","","","","","107.0","","","","","123.0","","","…","","135.0","","","…","","127.0","","","…","","…",""
"産業大分類別従業者数（総数）_卸売・小売業、飲食店","人","","661.0","","","","","699.0","","","","","652.0","","","…","","676.0","","","…","","660.0","","","…","","…",""
"産業大分類別従業者数（総数）_金融・保険業","人","","33.0","","","","","34.0","","","","","29.0","","","…","","28.0","","","…","","22.0","","","…","","…",""
"産業大分類別従業者数（総数）_不動産業","人","","-","","","","","-","","","","","-","","","…","","-","","","…","","-","","","…","","…",""
"産業大分類別従業者数（総数）_サービス業","人","","550.0","","","","","654.0","","","","","610.0","","","…","","743.0","","","…","","893.0","","","…","","…",""
"産業大分類別従業者数（総数）_公務（他に分類されないもの）","人","","140.0","","","","","124.0","","","","","124.0","","","…","","178.0","","","…","","116.0","","","…","","…",""
"産業大分類別従業者数（総数）_みなべ町","人","","4839.0","","","","","4734.0","","","","","5137.0","","","…","","5827.0","","","…","","6050.0","","","…","","…",""
"産業大分類別従業者数（総数）_農業・林業・漁業","人","","-","","","","","-","","","","","13.0","","","…","","15.0","","","…","","9.0","","","…","","…",""
"産業大分類別従業者数（総数）_鉱業","人","","4.0","","","","","5.0","","","","","-","","","…","","-","","","…","","-","","","…","","…",""
"産業大分類別従業者数（総数）_建設業","人","","687.0","","","","","574.0","","","","","576.0","","","…","","725.0","","","…","","686.0","","","…","","…",""
"産業大分類別従業者数（総数）_製造業","人","","1426.0","","","","","1681.0","","","","","1748.0","","","…","","2010.0","","","…","","2117.0","","","…","","…",""
"産業大分類別従業者数（総数）_電気・ガス・熱供給・水道業","人","","8.0","","","","","11.0","","","","","9.0","","","…","","7.0","","","…","","7.0","","","…","","…",""
"産業大分類別従業者数（総数）_運輸・通信業","人","","140.0","","","","","179.0","","","","","221.0","","","…","","241.0","","","…","","208.0","","","…","","…",""
"産業大分類別従業者数（総数）_卸売・小売業、飲食店","人","","1250.0","","","","","1143.0","","","","","1271.0","","","…","","1285.0","","","…","","1354.0","","","…","","…",""
"産業大分類別従業者数（総数）_金融・保険業","人","","92.0","","","","","81.0","","","","","80.0","","","…","","52.0","","","…","","43.0","","","…","","…",""
"産業大分類別従業者数（総数）_不動産業","人","","18.0","","","","","9.0","","","","","26.0","","","…","","27.0","","","…","","35.0","","","…","","…",""
"産業大分類別従業者数（総数）_サービス業","人","","1058.0","","","","","915.0","","","","","1019.0","","","…","","1295.0","","","…","","1443.0","","","…","","…",""
"産業大分類別従業者数（総数）_公務（他に分類されないもの）","人","","156.0","","","","","136.0","","","","","174.0","","","…","","170.0","","","…","","148.0","","","…","","…",""
"産業大分類別従業者数（総数）_旧南部川村","人","","1286.0","","","","","1445.0","","","","","1580.0","","","…","","1894.0","","","…","","2094.0","","","…","","…",""
"産業大分類別従業者数（総数）_農業・林業・漁業","人","","-","","","","","-","","","","","-","","","…","","6.0","","","…","","7.0","","","…","","…",""
"産業大分類別従業者数（総数）_鉱業","人","","4.0","","","","","5.0","","","","","-","","","…","","-","","","…","","-","","","…","","…",""
"産業大分類別従業者数（総数）_建設業","人","","278.0","","","","","302.0","","","","","339.0","","","…","","385.0","","","…","","400.0","","","…","","…",""
"産業大分類別従業者数（総数）_製造業","人","","463.0","","","","","586.0","","","","","638.0","","","…","","773.0","","","…","","913.0","","","…","","…",""
"産業大分類別従業者数（総数）_電気・ガス・熱供給・水道業","人","","2.0","","","","","4.0","","","","","4.0","","","…","","3.0","","","…","","3.0","","","…","","…",""
"産業大分類別従業者数（総数）_運輸・通信業","人","","43.0","","","","","72.0","","","","","73.0","","","…","","65.0","","","…","","56.0","","","…","","…",""
"産業大分類別従業者数（総数）_卸売・小売業、飲食店","人","","185.0","","","","","181.0","","","","","214.0","","","…","","201.0","","","…","","223.0","","","…","","…",""
"産業大分類別従業者数（総数）_金融・保険業","人","","-","","","","","-","","","","","-","","","…","","-","","","…","","3.0","","","…","","…",""
"産業大分類別従業者数（総数）_不動産業","人","","-","","","","","-","","","","","-","","","…","","-","","","…","","-","","","…","","…",""
"産業大分類別従業者数（総数）_サービス業","人","","242.0","","","","","231.0","","","","","215.0","","","…","","376.0","","","…","","405.0","","","…","","…",""
"産業大分類別従業者数（総数）_公務（他に分類されないもの）","人","","69.0","","","","","64.0","","","","","97.0","","","…","","85.0","","","…","","84.0","","","…","","…",""
"産業大分類別従業者数（総数）_旧南部町","人","","3553.0","","","","","3289.0","","","","","3557.0","","","…","","3933.0","","","…","","3956.0","","","…","","…",""
"産業大分類別従業者数（総数）_農業・林業・漁業","人","","-","","","","","-","","","","","13.0","","","…","","9.0","","","…","","2.0","","","…","","…",""
"産業大分類別従業者数（総数）_鉱業","人","","-","","","","","-","","","","","-","","","…","","-","","","…","","-","","","…","","…",""
"産業大分類別従業者数（総数）_建設業","人","","409.0","","","","","272.0","","","","","237.0","","","…","","340.0","","","…","","286.0","","","…","","…",""
"産業大分類別従業者数（総数）_製造業","人","","963.0","","","","","1095.0","","","","","1110.0","","","…","","1237.0","","","…","","1204.0","","","…","","…",""
"産業大分類別従業者数（総数）_電気・ガス・熱供給・水道業","人","","6.0","","","","","7.0","","","","","5.0","","","…","","4.0","","","…","","4.0","","","…","","…",""
"産業大分類別従業者数（総数）_運輸・通信業","人","","97.0","","","","","107.0","","","","","148.0","","","…","","176.0","","","…","","152.0","","","…","","…",""
"産業大分類別従業者数（総数）_卸売・小売業、飲食店","人","","1065.0","","","","","962.0","","","","","1057.0","","","…","","1084.0","","","…","","1131.0","","","…","","…",""
